h_sub [mm],L_sub [mm],W_sub [mm],r_ap [mm],r_w [mm],g_w [mm],f_w [mm],airgap [mm],L_gnd [mm],W_gnd [mm],dia_L_Omega_RO5880_Diamond_Alumina [mm],dia_W_Omega_RO5880_Diamond_Alumina [mm],dia_h_Omega_RO5880_Diamond_Alumina [mm],al_L_Omega_RO5880_Diamond_Alumina [mm],al_W_Omega_RO5880_Diamond_Alumina [mm],al_h_Omega_RO5880_Diamond_Alumina [mm],Freq [GHz],|dB(S(Port1,Port1)) (Real)|,|dB(S(Port1,Port1)) (Imag)|,|dB(S(Port2,Port1)) (Real)|,|dB(S(Port2,Port1)) (Imag)|
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.5,-17.711587839144297,0.0,-0.08981413820338122,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.52,-17.681308349038563,0.0,-0.09083609900123475,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.54,-17.652651184257103,0.0,-0.09185190878081,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.56,-17.625633558068746,0.0,-0.09286104248280877,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.58,-17.600273268917295,0.0,-0.09386292288992347,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.6,-17.57658867713826,0.0,-0.09485691436912946,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.62,-17.554598647175567,0.0,-0.09584231723138278,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.64,-17.534322496822163,0.0,-0.09681836214757264,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.66,-17.515779938557895,0.0,-0.0977842049278149,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.68,-17.498990988768405,0.0,-0.0987389226558908,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.7,-17.483975902928925,0.0,-0.09968150980096945,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.72,-17.470755078667747,0.0,-0.10061087610912114,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.74,-17.45934895385307,0.0,-0.10152584568839314,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.76,-17.4497779184516,0.0,-0.10242515730458186,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.78,-17.44206218728265,0.0,-0.1033074670239964,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.8,-17.43622169393465,0.0,-0.10417135226782731,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.82,-17.43227597995551,0.0,-0.10501531796259818,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.84,-17.430244041355078,0.0,-0.10583780552000699,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.86,-17.43014427247242,0.0,-0.10663720215885485,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.88,-17.431994289147962,0.0,-0.10741185450889221,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.9,-17.435810847182506,0.0,-0.1081600825484079,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.92,-17.441609726514642,0.0,-0.10888019590041696,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.94,-17.44940565722883,0.0,-0.10957051106293778,0.0
0.75,24.0,22.0,0.345,1.077,0.15,1.7,26.0,32.0,29.0,3.0,3.0,0.3,25.0,25.0,0.67,2.96,-17.459212182527352,0.0,-0.11022937099930095,0.0
